id,neighborhood,year_built,sale_price,total_living_area,bldg_type,full_baths,bedrooms,lot_area,garage_type,bsmt_area,house_condition,zone,building_coverage
310,NridgHt,2003,360000,1944,1Fam,2,3,12378,Attchd,1896,5,RL,0.15317498788172565
311,Gilbert,1993,165600,1501,1Fam,2,3,7685,Attchd,697,5,RL,0.09069616135328562
312,NAmes,1948,132000,972,1Fam,1,2,8000,Detchd,972,6,RL,0.1215
313,OldTown,1939,119900,1118,2fmCon,1,3,7800,Detchd,793,7,RM,0.10166666666666667
315,OldTown,1925,178000,1641,1Fam,1,3,9600,Detchd,728,7,RM,0.07583333333333334
316,Gilbert,2004,188500,1432,1Fam,2,3,7795,Attchd,716,5,RL,0.09185375240538807
317,NWAmes,1980,260000,2353,1Fam,2,4,13005,Attchd,845,7,RL,0.06497500961168781
318,Somerst,2006,270000,1959,1Fam,2,3,9000,Attchd,1088,5,FV,0.12088888888888889
319,NoRidge,1993,260000,2646,1Fam,2,4,9900,Attchd,1347,5,RL,0.13606060606060605
320,NWAmes,1980,187500,1472,1Fam,2,3,14115,Attchd,1372,5,RL,0.09720155862557563
321,NridgHt,2006,342643,2596,1Fam,3,4,16259,Attchd,1249,5,RL,0.0768189925579679
322,NridgHt,2004,354000,2468,1Fam,2,4,12099,BuiltIn,1136,5,RL,0.09389205719480949
323,SawyerW,1986,301000,2730,1Fam,2,4,10380,Attchd,1502,5,RL,0.14470134874759152
324,OldTown,1955,126175,1163,1Fam,1,3,5820,Attchd,1162,8,RM,0.19965635738831616
325,NAmes,1967,242000,2978,1Fam,2,5,11275,BuiltIn,710,7,RL,0.06297117516629712
326,IDOTRR,1941,87000,803,1Fam,1,2,5000,Detchd,720,6,RM,0.144
327,Veenker,1993,324000,1719,TwnhsE,1,1,10846,Attchd,1719,5,RL,0.15849160981006824
328,NAmes,1960,145250,1383,1Fam,1,3,11600,Attchd,1383,5,RL,0.11922413793103448
329,BrkSide,1916,214500,2134,1Fam,2,5,11888,Detchd,844,6,RL,0.07099596231493943
330,IDOTRR,1920,78000,1192,1Fam,1,3,6402,Detchd,596,5,RM,0.09309590752889722
331,NAmes,1964,119000,1728,Duplex,2,6,10624,Detchd,1728,4,RL,0.16265060240963855
332,NAmes,1958,139000,1056,1Fam,1,3,8176,Attchd,1056,6,RL,0.12915851272015655
333,NridgHt,2003,284000,1629,1Fam,2,3,10655,Attchd,3206,5,RL,0.3008916001877053
334,NridgHt,2004,207000,1358,TwnhsE,2,2,8198,Attchd,1358,5,RM,0.16565015857526225
335,Gilbert,1998,192000,1638,1Fam,2,3,9042,Attchd,943,5,RL,0.10429108604291086
337,StoneBr,2005,377426,1922,1Fam,2,3,14157,Attchd,1922,5,RL,0.13576322667231758
338,CollgCr,2002,214000,1536,1Fam,2,3,9135,Attchd,1536,5,RL,0.16814449917898194
339,NWAmes,1984,202500,1621,1Fam,2,3,14145,Attchd,1208,7,RL,0.08540120183810533
340,NAmes,1958,155000,1215,1Fam,1,3,12400,Attchd,1215,7,RL,0.09798387096774193
341,Timber,2002,202900,1908,1Fam,2,4,14191,Attchd,967,5,RL,0.06814178000140934
342,SawyerW,1950,82000,841,1Fam,1,2,8400,CarPort,721,4,RH,0.08583333333333333
344,NridgHt,2005,266000,1684,TwnhsE,2,2,8849,Attchd,1684,5,RL,0.19030398915131652
345,MeadowV,1976,85000,1112,TwnhsE,1,3,2592,Attchd,536,3,RM,0.20679012345679013
346,BrkSide,1939,140200,1577,1Fam,1,3,6435,Detchd,972,5,RL,0.15104895104895105
347,NAmes,1960,151500,958,1Fam,1,2,12772,Attchd,958,8,RL,0.07500782962730974
348,NAmes,1960,157500,1478,1Fam,2,3,17600,Attchd,1478,5,RL,0.08397727272727273
349,NridgHt,2003,154000,1626,Twnhs,2,2,2448,BuiltIn,764,5,RL,0.31209150326797386
350,NridgHt,2005,437154,2728,1Fam,2,4,20431,Attchd,1848,5,RL,0.09045078557094612
351,NridgHt,2007,318061,1869,TwnhsE,2,2,7820,Attchd,1869,5,RL,0.23900255754475702
352,ClearCr,1986,190000,1453,1Fam,1,2,5271,Attchd,1453,5,RL,0.2756592676911402
353,Edwards,1941,95000,1111,1Fam,1,3,9084,Detchd,616,6,RL,0.06781153676794363
354,OldTown,1928,105900,720,1Fam,1,2,8520,Detchd,624,8,RM,0.07323943661971831
355,SWISU,1940,140000,1595,1Fam,1,2,8400,Attchd,940,5,RL,0.11190476190476191
356,CollgCr,1995,177500,1200,1Fam,2,3,11249,Attchd,1200,5,RL,0.10667614899102143
357,Gilbert,1992,173000,1167,1Fam,2,3,9248,Attchd,1158,6,RL,0.12521626297577854
358,MeadowV,1976,134000,1142,TwnhsE,1,3,4224,Attchd,1142,5,RM,0.2703598484848485
359,ClearCr,1958,130000,1352,1Fam,1,3,6930,BuiltIn,1062,4,RL,0.15324675324675324
360,NoRidge,1998,280000,1924,1Fam,2,3,12011,Attchd,1086,5,RL,0.09041711764216136
361,Mitchel,1978,156000,912,1Fam,1,2,7540,Attchd,888,6,RL,0.11777188328912466
362,BrkSide,1940,145000,1505,1Fam,1,3,9144,Detchd,883,5,RL,0.0965660542432196
364,BrDale,1972,118000,987,Twnhs,1,2,1680,Detchd,483,8,RM,0.2875
365,NWAmes,1976,190000,1574,1Fam,2,3,18800,Attchd,796,5,RL,0.042340425531914895
366,IDOTRR,1920,147000,1344,1Fam,1,3,10690,Detchd,672,7,RM,0.0628624883068288
367,NAmes,1963,159000,1394,1Fam,1,3,9500,Attchd,1394,5,RL,0.14673684210526317
368,NAmes,1962,165000,1431,1Fam,1,3,9150,Basment,1099,5,RL,0.12010928961748633
369,NAmes,1954,132000,1268,1Fam,1,2,7800,Attchd,1268,6,RL,0.16256410256410256
370,NAmes,1959,162000,1287,1Fam,1,3,9830,Detchd,1063,7,RL,0.10813835198372329
371,Gilbert,2000,172400,1664,1Fam,2,3,8121,Attchd,953,5,RL,0.11735008003940402
373,SawyerW,1984,125000,752,TwnhsE,1,2,7175,Attchd,744,5,RL,0.10369337979094077
374,NAmes,1953,123000,1319,1Fam,1,3,10634,Attchd,608,6,RL,0.05717509873989091
375,CollgCr,2003,219500,1928,1Fam,2,4,8200,BuiltIn,847,5,RL,0.10329268292682926
377,CollgCr,1996,148000,914,1Fam,1,2,8846,Detchd,870,5,RL,0.0983495365136785
378,Somerst,2004,340000,2466,1Fam,3,4,11143,Attchd,1580,5,FV,0.14179305393520597
379,StoneBr,2010,394432,1856,1Fam,1,1,11394,Attchd,1856,2,RL,0.1628927505704757
380,Gilbert,2000,179000,1800,1Fam,2,3,8123,Attchd,982,5,RL,0.12089129631909393
381,SWISU,1924,127000,1691,1Fam,2,3,5000,Detchd,1026,6,RL,0.2052
382,Somerst,2006,187750,1301,1Fam,2,2,7200,Attchd,1293,5,FV,0.17958333333333334
383,CollgCr,2006,213500,1797,1Fam,2,3,9245,Attchd,939,5,RL,0.10156841535965387
384,SawyerW,1928,76000,784,1Fam,1,2,9000,Detchd,784,3,RH,0.08711111111111111
386,Blmngtn,2004,192000,1269,TwnhsE,2,2,3182,Attchd,1256,5,RL,0.39472030169704586
388,Edwards,1976,125000,1125,1Fam,1,3,7200,Detchd,1041,6,RL,0.14458333333333334
389,CollgCr,1999,191000,1479,1Fam,2,3,9382,Attchd,1468,5,RL,0.15646983585589427
390,NridgHt,2007,426000,2332,1Fam,2,3,12474,BuiltIn,1682,5,RL,0.13484046817380152
391,Edwards,1900,119000,1367,1Fam,1,4,8405,Detchd,861,8,RL,0.1024390243902439
392,Mitchel,2001,215000,1961,1Fam,2,3,12209,BuiltIn,804,5,RL,0.06585305921860922
395,OldTown,1940,109000,1034,1Fam,1,2,10134,Detchd,735,6,RL,0.07252812314979278
396,Edwards,1956,129000,1144,1Fam,1,3,9571,Attchd,1144,6,RL,0.11952774004806185
397,CollgCr,1972,123000,894,1Fam,1,2,7200,Detchd,894,5,RL,0.12416666666666666
398,NAmes,1962,169500,1812,1Fam,2,4,7590,Attchd,864,5,RL,0.11383399209486166
399,IDOTRR,1920,67000,1077,1Fam,1,2,8967,Detchd,961,2,RM,0.10717073714731794
400,Somerst,2006,241000,1550,1Fam,2,2,8125,Attchd,1092,5,FV,0.1344
401,Veenker,1996,245500,1288,TwnhsE,1,1,14963,Attchd,1260,5,RL,0.08420771235714763
402,CollgCr,2005,164990,1310,1Fam,2,3,8767,Attchd,1310,5,RL,0.14942397627466636
403,Sawyer,1940,108000,672,1Fam,1,2,10200,Detchd,672,8,RL,0.06588235294117648
404,NoRidge,1998,258000,2263,1Fam,2,4,12090,BuiltIn,1141,5,RL,0.09437551695616211
405,Gilbert,1995,168000,1572,1Fam,2,3,10364,BuiltIn,806,5,RL,0.07776920108066383
406,Sawyer,1976,150000,1620,1Fam,2,3,9991,Attchd,1281,4,RL,0.12821539385446903
407,SWISU,1936,115000,1639,1Fam,1,3,10480,Detchd,1064,5,RL,0.10152671755725191
408,Crawfor,1915,177000,1680,1Fam,2,4,15576,Attchd,840,7,RL,0.053929121725731895
409,NridgHt,2006,280000,2172,1Fam,2,3,14154,Attchd,1063,5,RL,0.07510244453864631
410,Somerst,2007,339750,2078,1Fam,2,3,10800,Attchd,1034,5,FV,0.09574074074074074
411,Edwards,1958,60000,1276,1Fam,1,3,9571,Attchd,1276,3,RL,0.13331940236129977
413,Somerst,2009,222000,1478,1Fam,2,2,4403,Attchd,1470,5,FV,0.3338632750397456
414,OldTown,1927,115000,1028,1Fam,1,2,8960,Detchd,1008,6,RM,0.1125
415,SawyerW,1993,228000,2097,1Fam,2,3,11228,Attchd,1080,5,RL,0.09618810117563235
416,Gilbert,2007,181134,1340,1Fam,2,3,8899,Attchd,1340,5,RL,0.15057871670974265
417,Sawyer,1978,149500,1400,1Fam,1,3,7844,Attchd,672,7,RL,0.08567057623661398
418,Crawfor,1918,239000,2624,1Fam,2,4,22420,Detchd,1370,6,RL,0.061106155218554864
419,Edwards,1940,126000,1134,1Fam,1,3,8160,Detchd,756,6,RL,0.09264705882352942
420,NAmes,1968,142000,1056,1Fam,1,3,8450,Attchd,1056,6,RL,0.12497041420118343
421,Mitchel,1997,206300,1344,Duplex,2,2,7060,Attchd,1344,5,RM,0.19036827195467423
422,NWAmes,1977,215000,1602,1Fam,2,3,16635,Attchd,1602,7,RL,0.09630297565374211
423,Mitchel,1954,113000,988,1Fam,1,2,21750,Attchd,988,5,RL,0.04542528735632184
424,NoRidge,1998,315000,2630,1Fam,2,4,9200,Attchd,1470,5,RL,0.15978260869565217
425,NAmes,1956,139000,1196,1Fam,1,2,9000,Attchd,1196,5,RL,0.1328888888888889
426,OldTown,1946,135000,1389,1Fam,1,3,3378,Detchd,651,8,RM,0.19271758436944939
427,SawyerW,1989,275000,1644,1Fam,2,2,12800,Attchd,1518,5,RL,0.11859375
428,NAmes,1957,109008,907,1Fam,1,3,8593,Detchd,907,6,RL,0.1055510299080647
429,CollgCr,2007,195400,1208,1Fam,2,2,6762,Attchd,1208,5,RL,0.17864537119195503
430,Timber,1988,175000,1412,1Fam,2,3,11457,Attchd,1392,5,RL,0.12149777428646243
431,BrDale,1971,85400,987,Twnhs,1,2,1680,Detchd,483,5,RM,0.2875
433,BrDale,1971,122500,1365,TwnhsE,1,2,1920,Detchd,765,5,RM,0.3984375
434,Gilbert,1997,181000,1604,1Fam,2,3,10839,Attchd,926,5,RL,0.08543223544607437
436,CollgCr,1996,212000,1661,1Fam,2,3,10667,Attchd,799,6,RL,0.07490390925283585
437,OldTown,1920,116000,1118,1Fam,1,2,4400,Detchd,648,8,RM,0.14727272727272728
438,BrkSide,1926,119000,904,1Fam,1,2,6000,Detchd,884,7,RM,0.14733333333333334
439,Crawfor,1913,90350,694,1Fam,1,2,4280,Detchd,440,6,RL,0.102803738317757
440,Edwards,1920,110000,1196,1Fam,1,3,12354,Detchd,684,8,RL,0.055366682855755224
441,NridgHt,2008,555000,2402,1Fam,2,2,15431,Attchd,3094,5,RL,0.2005054759898905
443,BrkSide,1930,162900,1573,1Fam,2,3,6240,Detchd,1078,7,RM,0.17275641025641025
444,Blmngtn,2006,172500,1258,TwnhsE,2,2,3922,Attchd,1258,5,RL,0.32075471698113206
445,CollgCr,1994,210000,1908,1Fam,2,4,8750,Attchd,915,5,RL,0.10457142857142857
446,Edwards,1956,127500,1689,1Fam,1,3,9855,Attchd,1436,5,RL,0.14571283612379501
447,NAmes,1966,190000,1888,1Fam,2,2,16492,Attchd,1517,6,RL,0.09198399223866117
448,Gilbert,1998,199900,1886,1Fam,2,4,11214,Attchd,930,5,RL,0.08293204922418405
449,IDOTRR,1937,119500,1376,1Fam,2,3,8600,Detchd,780,6,RM,0.09069767441860466
450,OldTown,1948,120000,1183,1Fam,1,2,6000,Detchd,649,7,RM,0.10816666666666666
451,OldTown,1930,110000,813,1Fam,1,2,5684,Detchd,813,8,RM,0.14303307529908516
453,Timber,1996,204000,1756,1Fam,2,3,9303,Attchd,872,5,RL,0.09373320434268516
454,Somerst,2008,210000,1590,1Fam,2,3,9000,Attchd,768,5,FV,0.08533333333333333
455,Mitchel,1976,188000,1728,Duplex,2,4,9297,Detchd,1728,5,RL,0.18586640851887706
456,NWAmes,1973,175500,1242,1Fam,1,3,9600,Attchd,1242,6,RL,0.129375
457,OldTown,1916,98000,1344,1Fam,1,4,4571,Detchd,624,5,RM,0.1365127980748195
459,OldTown,1925,161000,1666,1Fam,1,3,5100,Detchd,588,7,RM,0.11529411764705882
460,BrkSide,1950,110000,1203,1Fam,1,3,7015,Detchd,709,4,RL,0.10106913756236635
461,Somerst,2009,263435,1935,1Fam,2,3,8004,BuiltIn,832,5,FV,0.10394802598700649
462,SWISU,1936,155000,1135,1Fam,1,3,7200,Detchd,560,9,RL,0.07777777777777778
463,Sawyer,1965,62383,864,1Fam,1,3,8281,Detchd,864,5,RL,0.1043352252143461
464,Crawfor,1934,188700,1660,1Fam,1,3,11988,Detchd,715,7,RL,0.05964297630964298
466,Blmngtn,2004,178740,1414,TwnhsE,2,2,3072,Attchd,1375,5,RM,0.4475911458333333
467,NAmes,1970,167000,1277,1Fam,1,2,10628,Attchd,1277,5,RL,0.12015430937147159
468,NAmes,1942,146500,1644,1Fam,1,3,9480,Attchd,728,7,RL,0.07679324894514768
469,NridgHt,2006,250000,1634,1Fam,2,3,11428,Attchd,1626,5,RL,0.1422821141057053
470,SawyerW,1993,187000,1710,1Fam,2,3,9291,Attchd,832,5,RL,0.08954902593908083
471,StoneBr,1985,212000,1502,TwnhsE,1,1,6820,Attchd,1488,5,RL,0.21818181818181817
472,NWAmes,1977,190000,1969,1Fam,2,3,11952,Attchd,808,6,RL,0.06760374832663989
473,Edwards,2005,148000,1072,TwnhsE,1,2,3675,Basment,547,5,RM,0.14884353741496598
474,NridgHt,2006,440000,1976,1Fam,2,2,14977,Attchd,1976,5,RL,0.131935634639781
475,StoneBr,2000,251000,1652,TwnhsE,2,2,5330,Attchd,1494,5,RL,0.2803001876172608
476,Sawyer,1963,132500,970,1Fam,1,2,8480,Detchd,970,6,RL,0.11438679245283019
477,CollgCr,1997,208900,1493,1Fam,2,3,13125,Attchd,1478,5,RL,0.11260952380952381
478,NridgHt,2006,380000,2643,1Fam,2,3,13693,BuiltIn,2153,5,RL,0.15723362301906083
479,CollgCr,2007,297000,1718,1Fam,2,3,10637,Attchd,1705,5,RL,0.16028955532574973
480,OldTown,1937,89471,1131,1Fam,1,2,5925,Detchd,907,7,RM,0.15308016877637132
481,NridgHt,2004,326000,1850,1Fam,2,3,16033,Attchd,1833,5,RL,0.11432670117881868
482,NridgHt,2003,374000,1792,1Fam,2,2,11846,Attchd,1792,5,RL,0.15127469187911532
483,OldTown,1915,155000,1826,1Fam,1,4,2500,Attchd,910,8,RM,0.364
484,Mitchel,1998,164000,1216,Twnhs,2,2,4500,Attchd,1216,5,RM,0.2702222222222222
485,Sawyer,1962,132500,999,1Fam,1,3,7758,Detchd,999,7,RL,0.12877030162412992
486,NAmes,1950,147000,1113,1Fam,1,3,9600,Attchd,1113,7,RL,0.1159375
487,NAmes,1965,156000,1073,1Fam,1,3,10289,Attchd,1073,7,RL,0.1042861308193216
488,NWAmes,1971,175000,1484,1Fam,2,3,12243,Attchd,1484,6,RL,0.12121212121212122
489,OldTown,1900,160000,2414,2fmCon,2,3,10800,Attchd,954,4,RL,0.08833333333333333
490,MeadowV,1970,86000,630,Twnhs,1,1,1526,Attchd,630,8,RM,0.41284403669724773
491,MeadowV,1976,115000,1304,TwnhsE,1,3,2665,BuiltIn,264,6,RM,0.09906191369606004
492,NAmes,1941,133000,1578,1Fam,1,3,9490,Attchd,806,7,RL,0.08493150684931507
493,Gilbert,2006,172785,1456,1Fam,2,3,15578,Attchd,728,5,RL,0.0467325715752985
494,NAmes,1960,155000,1269,1Fam,1,3,7931,Detchd,1269,6,RL,0.16000504350018913
495,OldTown,1938,91300,886,1Fam,1,2,5784,Attchd,190,8,RM,0.03284923928077455
497,NoRidge,1992,430000,3228,1Fam,3,4,12692,Attchd,3200,5,RL,0.2521273242987709
498,BrkSide,1925,184000,1820,1Fam,2,4,9120,Detchd,1026,6,RL,0.1125
499,Sawyer,1967,130000,899,1Fam,1,3,7800,Attchd,864,7,RL,0.11076923076923077
500,NAmes,1958,120000,912,1Fam,1,2,7535,Attchd,912,7,RL,0.12103516921035169
501,BrDale,1973,113000,1218,Twnhs,1,3,1890,Detchd,672,5,RM,0.35555555555555557
502,Somerst,2005,226700,1768,1Fam,2,3,9803,Attchd,866,5,FV,0.08834030398857493
503,Edwards,1965,140000,1214,1Fam,1,2,9170,Detchd,1214,7,RL,0.13238822246455834
504,Crawfor,1959,289000,1801,1Fam,2,1,15602,Attchd,1501,8,RL,0.09620561466478657
505,NPkVill,1974,147000,1322,TwnhsE,2,3,2308,Attchd,855,5,RL,0.37045060658578854
506,OldTown,1952,124500,1960,Duplex,2,4,7596,Detchd,960,5,RM,0.1263823064770932
507,SawyerW,1993,215000,1911,1Fam,2,3,9554,Attchd,777,5,RL,0.08132719279882772
508,Somerst,2009,208300,1218,1Fam,2,2,7862,Attchd,1218,5,FV,0.15492241160010176
509,OldTown,1928,161000,1378,1Fam,2,3,9600,Detchd,689,9,RM,0.07177083333333334
510,NAmes,1959,124500,1041,1Fam,1,3,9600,Attchd,1041,6,RL,0.1084375
511,NAmes,1951,164900,1363,1Fam,1,2,14559,CarPort,1008,7,RL,0.06923552441788584
512,NridgHt,2005,202665,1368,TwnhsE,2,2,6792,Attchd,1368,5,RL,0.20141342756183744
513,NAmes,1958,129900,864,1Fam,1,3,9100,Detchd,864,5,RL,0.09494505494505495
514,Mitchel,1983,134000,1080,1Fam,1,3,9187,Attchd,1084,5,RL,0.11799281593556112
515,Crawfor,1926,96500,789,1Fam,1,2,10594,Detchd,768,5,RL,0.07249386445157636
516,NridgHt,2009,402861,2020,1Fam,2,3,12220,Attchd,2006,5,RL,0.1641571194762684
517,NWAmes,1972,158000,2119,1Fam,2,3,10448,Attchd,689,6,RL,0.06594563552833078
518,NoRidge,1996,265000,2344,1Fam,2,3,10208,Attchd,1264,5,RL,0.1238244514106583
519,CollgCr,1998,211000,1796,1Fam,2,3,9531,Attchd,794,5,RL,0.08330710313713147
520,Crawfor,1926,234000,2080,1Fam,1,3,10918,Detchd,1276,9,RL,0.11687122183550101
522,NAmes,1957,150000,1244,1Fam,1,3,11988,Attchd,1244,6,RL,0.10377043710377044
523,BrkSide,1947,159000,1664,1Fam,2,3,5000,Detchd,1004,7,RM,0.2008
525,NoRidge,1996,315750,2398,1Fam,2,3,11787,Attchd,1379,5,RL,0.11699329770085688
526,Somerst,2005,176000,1266,1Fam,2,3,7500,Attchd,1257,5,FV,0.1676
527,NAmes,1956,132000,928,1Fam,1,2,13300,Attchd,928,7,RL,0.06977443609022556
528,NridgHt,2008,446261,2713,1Fam,2,3,14948,Attchd,1452,5,RL,0.09713674070109714
531,Timber,1988,175000,1509,1Fam,2,3,10200,Attchd,1461,5,RL,0.14323529411764707
532,BrkSide,1920,128000,1362,1Fam,2,3,6155,Detchd,611,8,RM,0.0992688870836718
535,Gilbert,2004,178000,1414,1Fam,2,3,9056,Attchd,707,5,RL,0.07806978798586572
537,CollgCr,1998,188000,1724,1Fam,2,3,8924,Attchd,880,5,RL,0.09861048857014791
538,NAmes,1972,111250,864,1Fam,1,3,12735,Detchd,864,5,RL,0.06784452296819787
539,Sawyer,1968,158000,1159,1Fam,1,3,11553,Attchd,1051,5,RL,0.09097204189388038
540,CollgCr,2001,272000,1601,1Fam,2,3,11423,Attchd,1581,5,RL,0.13840497242405672
541,Timber,2006,315000,1838,1Fam,2,2,14601,Attchd,1838,5,RL,0.12588178891856722
542,NoRidge,2000,248000,2285,1Fam,2,4,11000,BuiltIn,969,5,RL,0.0880909090909091
543,NWAmes,1998,213250,1680,1Fam,2,3,10140,Attchd,1650,5,RL,0.16272189349112426
544,NAmes,1998,133000,767,TwnhsE,1,1,4058,Attchd,723,5,RH,0.17816658452439627
545,Gilbert,2006,179665,1496,1Fam,2,3,17104,Attchd,654,5,RL,0.03823666978484565
546,NWAmes,1988,229000,2183,1Fam,2,4,13837,Attchd,1204,5,RL,0.08701308087013081
547,BrkSide,1923,210000,1635,1Fam,1,3,8737,Detchd,1065,7,RL,0.12189538743275724
548,Mitchel,1970,129500,768,1Fam,1,2,7244,Detchd,768,7,RL,0.1060187741579238
549,OldTown,1955,125000,825,1Fam,1,2,8235,Detchd,825,7,RM,0.10018214936247723
550,Somerst,2003,263000,2094,1Fam,2,4,9375,BuiltIn,912,5,FV,0.09728
551,NPkVill,1977,140000,1069,TwnhsE,2,2,4043,Attchd,1069,6,RL,0.2644076181053673
552,OldTown,1957,112500,928,1Fam,1,3,6000,Attchd,928,6,RM,0.15466666666666667
553,NridgHt,2006,255500,1717,1Fam,2,3,11146,Attchd,1709,5,RL,0.1533285483581554
555,NridgHt,2003,284000,2046,1Fam,2,3,10625,BuiltIn,998,5,RL,0.09392941176470589
556,BrkSide,1922,113000,1048,1Fam,1,2,6380,Detchd,993,6,RM,0.15564263322884012
557,NAmes,1957,141000,1092,1Fam,1,2,14850,Attchd,1092,5,RL,0.07353535353535354
558,IDOTRR,1920,108000,1336,1Fam,1,3,11040,CarPort,637,6,C (all),0.05769927536231884
559,Gilbert,1996,175000,1446,1Fam,2,3,21872,Attchd,729,5,RL,0.033330285296269205
560,Blmngtn,2003,234000,1557,TwnhsE,2,2,3196,Attchd,1374,5,RL,0.42991239048811014
561,Sawyer,1957,121500,1392,1Fam,1,3,11341,Detchd,1392,6,RL,0.12274049907415571
562,Mitchel,1974,170000,1389,1Fam,1,2,10010,Attchd,1389,5,RL,0.13876123876123875
564,Edwards,1918,185000,1674,1Fam,2,4,21780,Detchd,1163,7,RL,0.05339761248852158
565,NoRidge,1992,268000,2295,1Fam,2,4,13346,Attchd,1095,5,RL,0.0820470552974674
566,SWISU,1915,128000,1647,1Fam,1,4,6858,Detchd,806,4,RL,0.11752697579469233
567,StoneBr,2005,325000,2504,1Fam,2,4,11198,BuiltIn,1122,5,RL,0.10019646365422397
568,NridgHt,2004,214000,1535,1Fam,2,3,10171,Attchd,1517,5,RL,0.14914954281781537
569,SawyerW,1983,316600,2132,1Fam,1,1,12327,BuiltIn,1496,8,RL,0.12135961710067332
570,NAmes,1979,135960,943,Duplex,1,2,7032,Detchd,943,5,RL,0.13410125142207052
571,NAmes,1965,142600,1728,Duplex,2,6,13101,Detchd,1728,5,RL,0.13189832837188
572,NAmes,1959,120000,864,1Fam,1,2,7332,Attchd,864,6,RL,0.11783960720130933
573,Timber,2009,224500,1692,1Fam,2,3,13159,Attchd,846,5,RL,0.06429059958963447
574,Gilbert,2000,170000,1430,1Fam,2,3,9967,BuiltIn,384,5,RL,0.03852713956054982
575,NAmes,1971,139000,1109,1Fam,1,3,10500,BuiltIn,372,7,RL,0.03542857142857143
576,NAmes,1947,118500,1216,1Fam,1,2,8480,Detchd,832,5,RL,0.09811320754716982
577,SWISU,1928,145000,1477,1Fam,2,3,6292,Detchd,861,7,RL,0.13684043229497775
578,Sawyer,1966,164500,1320,1Fam,1,3,11777,Attchd,1164,6,RL,0.09883671563216438
579,Somerst,2007,146000,1392,TwnhsE,2,2,3604,Detchd,689,5,FV,0.19117647058823528
580,OldTown,1954,131500,1795,1Fam,2,4,12150,Attchd,1050,5,RM,0.08641975308641975
581,NAmes,1960,181900,1429,1Fam,1,3,14585,Attchd,1144,6,RL,0.07843675008570448
582,NridgHt,2008,253293,2042,1Fam,2,3,12704,Attchd,2042,5,RL,0.1607367758186398
584,OldTown,1893,325000,2775,1Fam,3,3,13500,Detchd,1237,9,RM,0.09162962962962963
585,BrkSide,1935,133000,1573,1Fam,1,3,6120,Detchd,884,7,RM,0.14444444444444443
586,Timber,2005,369900,2028,1Fam,2,2,11443,Attchd,1868,5,RL,0.16324390457047977
587,BrkSide,1918,130000,838,1Fam,1,2,10267,Detchd,816,7,RL,0.07947793902795364
588,Sawyer,1982,137000,860,1Fam,1,2,8740,Detchd,840,6,RL,0.09610983981693363
589,ClearCr,1968,143000,1473,1Fam,1,1,25095,Attchd,1437,8,RL,0.05726240286909743
590,BrkSide,1930,79500,935,1Fam,1,2,9100,Detchd,742,6,RM,0.08153846153846153
591,CollgCr,2004,185900,1582,1Fam,2,3,8320,Attchd,770,5,RL,0.09254807692307693
592,NridgHt,2008,451950,2296,1Fam,2,3,13478,BuiltIn,1722,5,RL,0.12776376316960975
593,Mitchel,1982,138000,816,1Fam,1,2,6600,Detchd,816,8,RL,0.12363636363636364
594,CollgCr,2003,140000,848,TwnhsE,1,1,4435,Attchd,848,5,RM,0.19120631341600902
595,CollgCr,1975,110000,924,1Fam,1,3,7990,Detchd,924,6,RL,0.11564455569461828
596,StoneBr,2005,319000,1826,1Fam,2,3,11302,Attchd,1814,5,RL,0.16050256591753673
597,OldTown,1910,114504,1368,1Fam,1,3,3600,Detchd,684,7,RM,0.19
599,Crawfor,1977,217500,1647,1Fam,2,3,12984,Attchd,1430,6,RL,0.11013555144793592
600,Blueste,1980,151000,1556,Twnhs,2,3,1950,Attchd,716,6,RM,0.3671794871794872
601,NridgHt,2005,275000,1904,1Fam,2,3,10927,BuiltIn,1058,5,RL,0.09682437997620573
602,IDOTRR,1937,141000,1375,1Fam,1,3,9000,Detchd,780,6,RM,0.08666666666666667
603,SawyerW,1992,220000,1915,1Fam,2,3,10041,Attchd,908,5,RL,0.09042924011552635
604,Somerst,2004,151000,1200,TwnhsE,2,2,3182,Detchd,600,5,FV,0.18856065367693275
605,CollgCr,2002,221000,1494,1Fam,2,3,12803,Attchd,1494,5,RL,0.11669140045301882
606,NAmes,1965,205000,1986,1Fam,2,3,13600,Attchd,768,6,RL,0.05647058823529412
607,CollgCr,1996,152000,1040,1Fam,1,3,12464,Detchd,1040,5,RL,0.0834403080872914
608,Edwards,1948,225000,2008,1Fam,3,3,7800,Attchd,896,8,RL,0.11487179487179487
609,Crawfor,1934,359100,3194,1Fam,2,4,12168,Basment,965,6,RL,0.07930637738330046
610,Sawyer,1961,118500,1029,1Fam,1,3,7943,Attchd,1029,5,RL,0.12954802971169582
611,CollgCr,2000,313000,2153,1Fam,2,3,11050,Attchd,1440,5,RL,0.13031674208144797
612,NWAmes,1978,148000,1032,1Fam,2,3,10395,Attchd,1032,6,RL,0.09927849927849929
613,CollgCr,2001,261500,1872,1Fam,2,3,11885,BuiltIn,1299,5,RL,0.10929743374000842
616,NAmes,1963,137500,1054,1Fam,1,3,8800,Attchd,936,7,RL,0.10636363636363637
617,Gilbert,2002,183200,1509,1Fam,2,3,7861,Attchd,783,5,RL,0.09960564813636942
618,NAmes,1954,105500,832,1Fam,1,2,7227,Detchd,832,6,RL,0.11512384115123842
